,CollegeCode,College,Department,Area
466,HSG,UI Hospitals and Clinics,Emergency Medicine Dept,Emergency Medicine
467,LAG,Liberal Arts & Sciences,Statistics and Actuarial Science,Statistics & Actuarial Science
468,LWG,Law,Law Foundation,Law Endowment Campaign
469,PQG,Public Health,Health Management and Policy,Health Management and Policy
470,ENG,Engineering,Chemical/Materials Engineering,Chem./Mat. Eng.
471,MEG,Medicine,Psychiatry,Psychiatry & Childrens Hospita
472,MEG,Medicine,Radiology,Radiology
473,ATG,Athletics,Athletics Non-Membership,Athletics/Men/Endow/No I-Club
474,LAG,Liberal Arts & Sciences,Physics and Astronomy,Physics & Astr.
475,ATG,Athletics,Athletics Non-Membership,Athletics/Women/Endow/No IClub
476,ATG,Athletics,Athletics Non-Membership,Athletics/Men/Endow/No I-Club
477,EDG,Education,Education Administration,Education
478,LIG,UI Libraries,University Libraries Admin,Special Collections
479,MEG,Medicine,Medicine Administration,Center on Aging
480,ATG,Athletics,Athletics I-Club Membership,Kinnick Gift
481,MEG,Medicine,Pediatrics,Hematology/Oncology
482,PQG,Public Health,Health Management and Policy,Health Management and Policy
483,LAG,Liberal Arts & Sciences,Liberal Arts and Sciences Admin,Liberal Arts & Sciences
484,SAG,Student Aid,Student Aid General Admin,Student Aid
485,MEG,Medicine,Pediatrics,Pediatric Neurology
486,BUG,Business,MBA,MBA
487,MEG,Medicine,Ophthalmology & Visual Science,Ophthalmology & Visual Science
488,MEG,Medicine,Medicine Administration,Medicine Administration
489,MEG,Medicine,Pediatrics,Pediatrics
490,MEG,Medicine,OB/Gyn,Ob/Gyn
491,LWG,Law,Law Foundation,Law Foundation
492,ATG,Athletics,Athletics I-Club Membership,Athletics/Men's/I-Club
493,PHG,Pharmacy,Pharmacy Administration,Pharmacy General
494,MEG,Medicine,Ophthalmology & Visual Science,Institute of Vision Research
495,UKG,Unknown,Unknown Designation Admin,Unknown
496,BUG,Business,Business Administration,Business
497,DEG,Dentistry,Dentistry Administration,Dentistry General
498,HSG,UI Hospitals and Clinics,UI Children's Hospital,UI Children's Hospital
499,SAG,Student Aid,Student Aid General Admin,Student Aid
500,MEG,Medicine,Eagles Diabetes Research Cente,Eagles Diabetes Research Cente
501,MEG,Medicine,Ophthalmology & Visual Science,Institute of Vision Research
502,MEG,Medicine,Ophthalmology & Visual Science,Ophthalmology & Visual Science
503,BUG,Business,Accounting Group,Accounting
504,LAG,Liberal Arts & Sciences,Religion,Religion
505,LAG,Liberal Arts & Sciences,Art and Art History,Art & Art Hist.
506,ENG,Engineering,Engineering Administration,Engineering
507,LWG,Law,Law Foundation,Law Foundation
508,ENG,Engineering,Chemical/Materials Engineering,Chem./Mat. Eng.
509,ATG,Athletics,Athletics Non-Membership,Athletics Other M or W/No-ICB
510,OCG,Pentacrest Museums,Old Capitol Administration,Old Capitol
511,BUG,Business,Business Administration,Business
512,VRG,Office of University Research,VP Research Administration,VP Research
513,BUG,Business,Business Administration,Business
514,ATG,Athletics,Athletics Non-Membership,Athletics Other M or W/No-ICB
515,MEG,Medicine,Medicine Administration,Medicine Administration
516,EDG,Education,Education Administration,Education
517,LAG,Liberal Arts & Sciences,Art and Art History,Printmaking
518,PQG,Public Health,Health Management and Policy,Health Management and Policy
519,HSG,UI Hospitals and Clinics,UI Hospitals and Clinics Admin,Office of the Patient Experience
520,MEG,Medicine,Cancer Center,Cancer Center
521,ATG,Athletics,Athletics Non Deductible,Football Premium Seating
522,MEG,Medicine,Ophthalmology & Visual Science,Institute of Vision Research
523,BUG,Business,Business Administration,Business
524,NUG,Nursing,Nursing Administration,Nursing General
525,MEG,Medicine,Ophthalmology & Visual Science,Ophthalmology & Visual Science
526,MEG,Medicine,Otolaryngology,Otolaryngology
527,MUG,Museum of Art,Museum Administration,Museum of Art General
528,PHG,Pharmacy,Pharmacy Administration,Pharmacy General
529,MEG,Medicine,Medicine Administration,Medicine Administration
530,BUG,Business,Business Administration,Business
531,MEG,Medicine,Medicine Administration,Medicine Administration
532,BUG,Business,Business Administration,Business
533,MEG,Medicine,Medicine Administration,Medicine Administration
534,URG,Unrestricted,UIF Unrestricted Admin,Unrestricted
535,EDG,Education,Education Administration,Education
536,LWG,Law,Law Foundation,Law Foundation
537,LAG,Liberal Arts & Sciences,Journalism,Journalism
538,BUG,Business,Business Administration,Business
539,ATG,Athletics,Athletics Non-Membership,Athletic/M or W/Endow/No IClub
540,EDG,Education,Education Administration,Education
541,LAG,Liberal Arts & Sciences,Journalism,Journalism
542,LWG,Law,Law Foundation,Sandy Boyd Accounts
543,PHG,Pharmacy,Pharmacy Administration,Pharmacy General
544,HSG,UI Hospitals and Clinics,UI Hospitals & Clinics Admin,Hospital Other
545,DEG,Dentistry,Dentistry Administration,Dentistry Student Affairs
546,AAG,Alumni Association,Alumni Association Admin,Alumni Assoc.
547,VSG,Office of Univ Student Life,VP Student Life Admin,VP Student Life
548,ENG,Engineering,Engineering Administration,Engineering
549,MEG,Medicine,Internal Medicine,Immunology
550,LAG,Liberal Arts & Sciences,Theatre Arts,Playwriting/Screenwriting
551,MEG,Medicine,Radiology,Radiology
552,HSG,UI Hospitals and Clinics,UI Hospitals and Clinics Admin,UIHC Administration
553,LAG,Liberal Arts & Sciences,Political Science,Political Sci.
554,VRG,Office of University Research,VP Research Administration,Hygenics - HY
555,DEG,Dentistry,Dentistry Administration,Dentistry Student Affairs
556,MEG,Medicine,Internal Medicine,Internal Medicine Admin.
557,ATG,Athletics,Athletics Non-Membership,Athletics Other M or W/No-ICB
558,NUG,Nursing,Nursing Administration,Nursing General
559,OCG,Pentacrest Museums,Old Capitol Administration,Old Capitol
560,UnivofIowa,University of Iowa,University of Iowa Administration,University of Iowa Receipt Only
561,VFG,Vice President Finance,VP Finance Administration,VP Finance Development
562,ATG,Athletics,Athletics Non-Membership,Athletics Other M or W/No-ICB
563,HSG,UI Hospitals and Clinics,Emergency Medicine Dept,Emergency Medicine
564,LAG,Liberal Arts & Sciences,Art and Art History,Art & Art Hist.
565,LAG,Liberal Arts & Sciences,World Languages & Cultures,Asian Languages and Literature
566,SAG,Student Aid,Student Aid General Admin,Student Aid
567,MEG,Medicine,Internal Medicine,Division of General Internal Medicine
568,BUG,Business,Business Administration,Business
569,IGG,International,International Programs Admin,International Programs
570,LAG,Liberal Arts & Sciences,Political Science,Political Sci.
571,LWG,Law,Law Foundation,30-425-000 (IA Law School Fdn)
572,BUG,Business,Business Administration,Business
573,HSG,UI Hospitals and Clinics,Children's Miracle Network,Children's Miracle Network
574,LIG,UI Libraries,University Libraries Admin,UI Libraries
575,EDG,Education,Education Administration,Education
576,BUG,Business,Business Administration,Business
577,ENG,Engineering,Chemical/Materials Engineering,Chem./Mat. Eng.
578,DEG,Dentistry,Orthodontics,Orthodontics
579,MEG,Medicine,Pediatrics,Pediatric Neurology
580,LAG,Liberal Arts & Sciences,Liberal Arts and Sciences Admin,Lib. Arts & Sciences Unrestric
581,PHG,Pharmacy,Pharmacy Administration,Pharmacy Building
582,LAG,Liberal Arts & Sciences,Music,Music
583,EDG,Education,Education Administration,Education
584,ATG,Athletics,Athletics Non-Membership,Athletics/Men/Endow/No I-Club
585,LAG,Liberal Arts & Sciences,Theatre Arts,Theatre Arts
586,LAG,Liberal Arts & Sciences,Journalism,Journalism
587,LAG,Liberal Arts & Sciences,Global Studies,Global Studies
588,BUG,Business,Business Administration,Business
589,HAG,Hancher,Hancher Administration,Arts Education
590,LAG,Liberal Arts & Sciences,Mathematical Sciences,Mathematics
591,LAG,Liberal Arts & Sciences,American Studies,American Studies
592,CEG,University College,University College Admin,Honors Program
593,SAG,Student Aid,Student Aid General Admin,Student Aid
594,LAG,Liberal Arts & Sciences,Art and Art History,Jewelry and Metal Arts
595,MEG,Medicine,Basic Sciences,Physiology and Biophysics
596,MEG,Medicine,Surgery,Surgery General
597,SAG,Student Aid,Student Aid General Admin,Student Aid
598,CEG,University College,University College Admin,Debate
599,COG,Collegiate Other,Collegiate Other Admin,Colleg.- Other
600,EDG,Education,Belin Blank Center,Belin Center
601,HSG,UI Hospitals and Clinics,UI Hospitals and Clinics Admin,UIHC Social Services
602,MEG,Medicine,Urology,Urology
603,BUG,Business,Business Administration,Business
604,LAG,Liberal Arts & Sciences,Health & Human Physiology,Sports & Recreation Management
605,MEG,Medicine,Ponseti International Associat,Ponseti Intl Assoc & Children'
606,MEG,Medicine,Orthopaedic Surgery,Orthopaedic Surgery
607,MEG,Medicine,Medicine Administration,Medicine Administration
608,VRG,Office of University Research,VP Research Administration,VP Research
609,LAG,Liberal Arts & Sciences,Art and Art History,Art & Art Hist.
610,LAG,Liberal Arts & Sciences,History,History
611,BUG,Business,Business Administration,Business
612,MEG,Medicine,Medicine Administration,Medicine Administration
613,SAG,Student Aid,Student Aid General Admin,Student Aid
614,ENG,Engineering,Engineering Administration,Engineering
615,ENG,Engineering,Mechanical Engineering,Mechanical Eng.
616,DEG,Dentistry,Dentistry Administration,Dentistry Student Affairs
617,MEG,Medicine,Medicine Administration,Medicine Administration
618,SAG,Student Aid,Student Aid General Admin,Student Aid
619,AAG,Alumni Association,Alumni Association Admin,Alumni Assoc.
620,IGG,International,International Programs Admin,International Programs
621,MEG,Medicine,Orthopaedic Surgery,Orthopaedic Surgery
622,SAG,Student Aid,Student Aid General Admin,Student Aid
623,DEG,Dentistry,Family Dentistry,Family Dentistry
624,LAG,Liberal Arts & Sciences,Geology,Geoscience
625,MEG,Medicine,Anesthesiology,Anesthesiology
626,MEG,Medicine,Medicine Administration,Medicine Administration
627,MEG,Medicine,Associated Medical Sciences,Physician Assistant
628,DEG,Dentistry,Endodontics,Endodontics
629,PQG,Public Health,Occupation & Environment Hlth,Occupational & Environ. Hlth.
630,LAG,Liberal Arts & Sciences,Chemistry,Chemistry
631,HSG,UI Hospitals and Clinics,UI Hospitals and Clinics Admin,UIHC Administration
632,PQG,Public Health,Public Health Administration,NA
633,PHG,Pharmacy,Pharmacy Administration,Pharmacy General
634,LWG,Law,Law Administration,Law
635,MEG,Medicine,Medicine Administration,Medicine Administration
636,HAG,Hancher,Hancher Administration,Hancher Ovation
637,LWG,Law,Law Foundation,Law Foundation
638,MEG,Medicine,Basic Sciences,Biochemistry & Molecular Biolo
639,NUG,Nursing,Nursing Administration,Nursing Centennial
640,ATG,Athletics,Athletics Non-Membership,Athletics/Other Wom/No I-Club
641,LAG,Liberal Arts & Sciences,Department of Biology,Department of Biology
642,HSG,UI Hospitals and Clinics,Children's Miracle Network,Children's Miracle Network
643,BUG,Business,Business Administration,Institute for International Business
644,ENG,Engineering,Mechanical Engineering,Mechanical Eng.
645,LAG,Liberal Arts & Sciences,Liberal Arts and Sciences Admin,Lib. Arts & Sciences Unrestric
646,LAG,Liberal Arts & Sciences,Liberal Arts and Sciences Admin,Liberal Arts & Sciences
647,ATG,Athletics,Athletics Non-Membership,Athletics/Other Wom/No I-Club
648,SAG,Student Aid,Student Aid General Admin,Student Aid
649,HSG,UI Hospitals and Clinics,UI Hospitals and Clinics Admin,Office of the Patient Experience
650,LWG,Law,Law Foundation,Law Endowment Campaign
651,MEG,Medicine,Medicine Administration,Medicine Administration
652,EDG,Education,Education Administration,Education
653,DEG,Dentistry,Dentistry Administration,Dentistry General
654,UUG,UI Unrestricted,UI Unrestricted Administration,Human Resources
655,LWG,Law,Law Foundation,Law Foundation
656,MEG,Medicine,Medicine Administration,Medicine Administration
657,ATG,Athletics,Athletics Non Deductible,I-Club/Ath Premium Seating-GIK
658,LWG,Law,Law Foundation,Law Endowment Campaign
659,MEG,Medicine,Cancer Center,Cancer Center
660,NUG,Nursing,Nursing Administration,Nursing General
661,LAG,Liberal Arts & Sciences,Performing Arts Group,Center for Arts
662,DEG,Dentistry,Dentistry Administration,Dentistry General
663,MEG,Medicine,Medicine Administration,Medicine Administration
664,ATG,Athletics,Athletics I-Club Membership,Athletics/Other M or W/I-Club
665,UnivofIowa,University of Iowa,University of Iowa Administration,University of Iowa Receipt Only
666,SAG,Student Aid,Student Aid General Admin,Student Aid
667,PHG,Pharmacy,Pharmacy Administration,Pharmacy General
668,LAG,Liberal Arts & Sciences,Religion,Religion
669,NUG,Nursing,Nursing Administration,Nursing General
670,UUG,UI Unrestricted,UI Unrestricted Administration,Unrestricted to University
671,SAG,Student Aid,Student Aid General Admin,Student Aid
672,LAG,Liberal Arts & Sciences,Liberal Arts and Sciences Admin,30173 accounts under Area LJ
673,ENG,Engineering,Inst. for Hydraulic Research,Inst. for Hydraulic Research
674,MEG,Medicine,Otolaryngology,Otolaryngology
675,LAG,Liberal Arts & Sciences,Liberal Arts and Sciences Admin,Optical Science and Technology
676,LAG,Liberal Arts & Sciences,Psychological & Brain Sciences,Psychology
677,EDG,Education,Education Administration,Dept of Psych & Quant Fdns
678,ATG,Athletics,Athletics Non-Membership,Athletic/M or W/Endow/No IClub
679,LAG,Liberal Arts & Sciences,Physics and Astronomy,Physics & Astr.
680,UUG,UI Unrestricted,UI Unrestricted Administration,Unrestricted to University
681,VSG,Office of Univ Student Life,VP Student Life Admin,Student Disability Services
682,UUG,UI Unrestricted,UI Unrestricted Administration,Iowa Impact Fund
683,MEG,Medicine,Cancer Center,Cancer Center
684,LAG,Liberal Arts & Sciences,Mathematical Sciences,Mathematics
685,DEG,Dentistry,Dentistry Administration,Dentistry Student Affairs
686,MEG,Medicine,Family Medicine,Family Medicine
687,DEG,Dentistry,Dentistry Administration,Dentistry Student Affairs
688,BUG,Business,Accounting Group,Accounting
689,LWG,Law,Law Foundation,Law Foundation
690,LWG,Law,Law Foundation,Law Foundation
691,BUG,Business,Business Administration,Business
692,MEG,Medicine,Basic Sciences,Neuroscience and Pharmacology
693,MEG,Medicine,Family Medicine,Family Medicine
694,LAG,Liberal Arts & Sciences,Liberal Arts and Sciences Admin,Lib. Arts & Sciences Unrestric
695,LAG,Liberal Arts & Sciences,Political Science,Political Sci.
696,LWG,Law,Law Foundation,Law Endowment Campaign
697,BUG,Business,Business Administration,Business
698,LAG,Liberal Arts & Sciences,Chemistry,Chemistry
699,HSG,UI Hospitals and Clinics,Children's Hospital of Iowa Ad,Center for Disabilities & Dev
700,MEG,Medicine,Internal Medicine,Hematology/Oncology
701,OCG,Pentacrest Museums,Museum of Natural History,Museum Nat Hist
702,LAG,Liberal Arts & Sciences,Music,Music
703,BUG,Business,Business Administration,Business
704,LAG,Liberal Arts & Sciences,Music,Music
705,MEG,Medicine,Pathology,Pathology
706,MEG,Medicine,Cancer Center,Cancer Center
707,MEG,Medicine,Otolaryngology,Otolaryngology
708,LWG,Law,Law Foundation,Law Foundation
709,MEG,Medicine,Internal Medicine,Internal Medicine Admin.
710,MEG,Medicine,Associated Medical Sciences,Physician Assistant
711,MEG,Medicine,Associated Medical Sciences,Physician Assistant
712,IGG,International,International Programs Admin,International Programs
713,MEG,Medicine,Pediatrics,Pediatrics
714,ENG,Engineering,Civil/Environmental Engineering,Civil/Env. Eng.
715,MEG,Medicine,Internal Medicine,Infectious Diseases
716,NUG,Nursing,Nursing Administration,Nursing General
717,BUG,Business,Business Administration,Business
718,MEG,Medicine,Orthopaedic Surgery,Orthopaedic Surgery
719,ATG,Athletics,Athletics Non-Membership,Athletics/Men/Endow/No I-Club
720,MEG,Medicine,Cancer Center,HCCC Gynecologic Oncology
721,MEG,Medicine,Basic Sciences,Anatomy and Cell Biology
722,PQG,Public Health,Health Management and Policy,Health Management and Policy
